siret,siren,nom_établissement,nom_entreprise,sigle,siège,effectif,effectifs,date_des_effectifs,chiffre_daffaires,code_naf,libellé_naf,catégorie_naf,date_création,date_fermeture,état_administratif,forme_juridique,microentreprise,taille_dentreprise,ess,subventions,procédure_collective,zonages,local_occupé,diffusible,numéro,voie,code_postal,commune,activités_réelles_et_filières,zones_géographiques,mots-clés,commentaires,effectifs.1
34004392600054,340043926,,40-30,,non,22-24,20 à 49 salarié(e)s,2025.0,Entre 10 M€ et 50 M€,33.20C,Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels,Installation de machines et d'équipements industriels,2000-01-01,,Actif,Société par actions simplifiée,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,,RUE DE ROCHEPLEINE,38120,Saint-Égrève,,,"Dev Eco - à suivre, Sce_ Eco _Sarah",,
34004392600179,340043926,40-30,40-30,,oui,37-39,20 à 49 salarié(e)s,2025.0,Entre 10 M€ et 50 M€,33.20C,Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels,Installation de machines et d'équipements industriels,2021-03-01,,Actif,Société par actions simplifiée,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,29,BOULEVARD DE L’EUROPE,38170,Seyssinet-Pariset,,,,,
50184173800021,501841738,,40-30 DEVELOPPEMENT,,oui,4,3 à 5 salarié(e)s,2025.0,Entre 1 M€ et 10 M€,64.30Z,Fonds de placement et entités financières similaires,Fonds de placement et entités financières similaires,2021-03-01,,Actif,Société par actions simplifiée,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,29,BOULEVARD DE L’EUROPE,38170,Seyssinet-Pariset,Filière : Energie,,"Dev Eco - à suivre, Adhérents Tenerrdis, Sce_ Eco _Sarah",,
34426693700038,344266937,,47-49,,oui,5,3 à 5 salarié(e)s,2025.0,Données indisponibles,90.01Z,Arts du spectacle vivant,Arts du spectacle vivant,2015-01-06,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,50,QUAI DE FRANCE,38000,Grenoble,,,,,
85031563100018,850315631,,4CLEAN 38,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,88.10A,Aide à domicile,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,2019-04-11,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,7,PLACE GUSTAVE RIVET,38000,Grenoble,,,,,
85031563100042,850315631,,4CLEAN 38,,non,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,88.10A,Aide à domicile,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,2023-09-20,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,33,AVENUE GENERAL DE GAULLE,38120,Saint-Égrève,,,,,
85031563100026,850315631,SHIVA,4CLEAN 38,,non,2,2 salariés,2025.0,Données indisponibles,81.21Z,Nettoyage courant des bâtiments,Nettoyage courant des bâtiments,2020-01-20,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,30,AVENUE DU 8 MAI 1945,38130,Échirolles,,,,,1 ou 2 salarié(e)s
50070487900021,500704879,4D VIEW SOLUTIONS,4D VIEW SOLUTIONS,,oui,13,10 à 19 salarié(e)s,2025.0,Entre 0 et 5 000 €,82.99Z,Autres activités de soutien aux entreprises n.c.a.,Autres activités de soutien aux entreprises n.c.a.,2014-06-20,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,12,RUE AMPERE,38000,Grenoble,,,,,
93361047900026,933610479,GONG CHA  GUAPA,4GP,,oui,2,2 salariés,2025.0,Données indisponibles,56.30Z,Débits de boissons,Débits de boissons,2025-01-29,,Actif,Société à responsabilité limitée (SARL),non,,non,,non,Sud Isère (Territoire d'industrie),,oui,,GRAND'PLACE CENTRE COMMERCIAL,38130,Échirolles,,,,,1 ou 2 salarié(e)s
77561894501344,775618945,,4MURS,,non,4,3 à 5 salarié(e)s,2025.0,Entre 50 M€ et 100 M€,47.52A,"Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m²)","Commerce de détail de quincaillerie, peintures et verres en magasin spécialisé",1987-09-15,,Actif,Société anonyme à conseil d'administration,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,,RUE DE COMBOIRE LOT N 7 ZAC DE COMBOIRE,38130,Échirolles,,,,,
98228184200012,982281842,LES 4 SAISONS,4S RESTAURATION,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,56.10C,Restauration de type rapide,Restaurants et services de restauration mobile,2023-10-16,,Actif,Société par actions simplifiée,non,,non,,non,Sud Isère (Territoire d'industrie),,oui,8,RUE LORENZACCIO,38100,Grenoble,,,,,
97758164400019,977581644,,52 SCARABEES,,oui,1,1 ou 2 salarié(e)s,2024.0,Données indisponibles,68.20B,Location de terrains et d'autres biens immobiliers,Location et exploitation de biens immobiliers propres ou loués,2023-06-12,,Actif,Société civile,non,,non,,non,Sud Isère (Territoire d'industrie),,oui,1,RUE DES PINS,38100,Grenoble,,,,,
41878202501730,418782025,EDELWEISS,5ASEC R I F,,non,3,3 à 5 salarié(e)s,2025.0,Entre 10 M€ et 50 M€,96.01B,Blanchisserie-teinturerie de détail,Blanchisserie-teinturerie,2020-12-31,,Actif,Société par actions simplifiée,non,ETI,non,,oui,Sud Isère (Territoire d'industrie),,oui,4,RUE CASIMIR PERIER,38000,Grenoble,,,,,
41878202501524,418782025,KOKLIKO,5ASEC R I F,,non,4,3 à 5 salarié(e)s,2025.0,Entre 10 M€ et 50 M€,96.01B,Blanchisserie-teinturerie de détail,Blanchisserie-teinturerie,2020-12-31,,Actif,Société par actions simplifiée,non,ETI,non,,oui,Sud Isère (Territoire d'industrie),,oui,1,RUE DES ABATTOIRS CENTRE COMMERCIAL CARREFOUR LOCAL 8,38120,Saint-Égrève,,,,,
91153131700020,911531317,LE PALLADIO,5F,,oui,5,3 à 5 salarié(e)s,2025.0,Entre 0 et 5 000 €,56.30Z,Débits de boissons,Débits de boissons,2022-05-03,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,31,RUE DE NORMANDIE-NIEMEN,38130,Échirolles,,,,,
92775110700016,927751107,,6GAL,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,96.02A,Coiffure,Coiffure et soins de beauté,2024-04-12,,Actif,Société à responsabilité limitée (SARL),non,,non,,non,Sud Isère (Territoire d'industrie),,oui,5,PLACE SAINT ANDRE,38000,Grenoble,,,,,
43397798000120,433977980,,74SOFTWARE,,non,5,3 à 5 salarié(e)s,2025.0,Entre 100 M€ et 500 M€,58.29C,Édition de logiciels applicatifs,Édition d'autres logiciels,2023-10-01,,Actif,Société anonyme à conseil d'administration,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,29,BOULEVARD DES ALPES,38240,Meylan,,,,,
51438714100039,514387141,,9 A CLIMBING,,oui,7,6 à 9 salarié(e)s,2025.0,Entre 0 et 5 000 €,46.49Z,Commerce de gros (commerce interentreprises) d'autres biens domestiques,Commerce de gros d'autres biens domestiques,2024-05-30,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,17,RUE DE CLEMENCIERE,38360,Sassenage,,,"Dev Eco - à suivre, Sce_Eco_Ivan",,
38233147800026,382331478,,A 2 A,,oui,16-18,10 à 19 salarié(e)s,2025.0,Entre 1 M€ et 10 M€,46.66Z,Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau,Commerce de gros d'autres machines et équipements de bureau,2002-03-19,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,39,CHEMIN DU VIEUX CHENE,38240,Meylan,,,,,
85114993000014,851149930,A 2 C,A 2 C,,oui,8,6 à 9 salarié(e)s,2025.0,Entre 250 001 € et 500 000 €,81.21Z,Nettoyage courant des bâtiments,Nettoyage courant des bâtiments,2019-04-24,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,29,CHEMIN DE L'EGLISE,38100,Grenoble,,,,,
51096787000021,510967870,,A 2 C T,,oui,3,3 à 5 salarié(e)s,2025.0,Entre 0 et 5 000 €,43.21A,Travaux d'installation électrique dans tous locaux,Installation électrique,2016-04-04,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,245,CHEMIN DES RUINES,38760,Saint-Paul-de-Varces,,,,,
47847300200036,478473002,AAZ TRAVAUX,A A Z TRAVAUX,,oui,3,3 à 5 salarié(e)s,2025.0,Données indisponibles,41.20A,Construction de maisons individuelles,Construction de bâtiments résidentiels et non résidentiels,2014-10-15,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,12A,RUE DU MAYENCIN,38400,Saint-Martin-d'Hères,,,,,
40289273100025,402892731,,A B H RENOVATION,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,43.31Z,Travaux de plâtrerie,Travaux de plâtrerie,1996-10-01,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,15,CHEMIN DES ARTS,38100,Grenoble,,,,,
44521592400017,445215924,CABINET HENNEQUIN GERARD,A C S ALPS CONSULTANCY SERVICES,,oui,1,1 ou 2 salarié(e)s,2025.0,Entre 32 601 € et 100 000 €,82.19Z,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau","Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",2003-01-02,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,29,CHEMIN DE L'EGLISE,38100,Grenoble,,,,,
82071573800010,820715738,A CONFESSE,A CONFESSE,,oui,2,2 salariés,2025.0,Données indisponibles,56.10A,Restauration traditionnelle,Restaurants et services de restauration mobile,2016-06-02,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,1,RUE SAPPEY,38000,Grenoble,,,,,1 ou 2 salarié(e)s
83888748700026,838887487,A ET S PIZZA,A ET S KEBAB,,non,2,2 salariés,2025.0,Données indisponibles,56.10C,Restauration de type rapide,Restaurants et services de restauration mobile,2024-05-16,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie) ; AFR,,oui,5,ALLEE DU BOIS JOLI,38800,Le Pont-de-Claix,,,,,1 ou 2 salarié(e)s
83888748700018,838887487,,A ET S KEBAB,,oui,3,3 à 5 salarié(e)s,2025.0,Données indisponibles,56.10C,Restauration de type rapide,Restaurants et services de restauration mobile,2018-01-23,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie) ; AFR,,oui,73,COURS SAINT - ANDRE,38800,Le Pont-de-Claix,,,,,
81522789700015,815227897,,A L ARBRE A PAIN,,oui,5,3 à 5 salarié(e)s,2025.0,Entre 0 et 5 000 €,10.71C,Boulangerie et boulangerie-pâtisserie,Fabrication de pain et de pâtisserie fraîche,2015-12-10,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,8,RUE DE LA GARE,38120,Saint-Égrève,,,,,
5750115700010,57501157,,A L'HOSTELLERIE TERMINUS,,oui,5,3 à 5 salarié(e)s,2025.0,Données indisponibles,55.10Z,Hôtels et hébergement similaire,Hôtels et hébergement similaire,1957-01-01,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,10,PLACE DE LA GARE,38000,Grenoble,,,,,
48317086600014,483170866,,A L'OUEST,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,56.30Z,Débits de boissons,Débits de boissons,2005-06-07,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,5,PLACE SAINTE CLAIRE,38000,Grenoble,,,,,
90428144100017,904281441,A MA FACON,A MA FACON,,oui,1,1 ou 2 salarié(e)s,2025.0,Entre 0 et 5 000 €,56.10A,Restauration traditionnelle,Restaurants et services de restauration mobile,2021-10-15,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,10,RUE DOCTEUR MAZET,38000,Grenoble,,,,,
80859026900011,808590269,,A PIES CONDUITE,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,85.53Z,Enseignement de la conduite,Enseignement de la conduite,2014-12-22,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,2,RUE DES PIES LE PRE FLEURI-LIEUDIT FONTAINE DE LA R,38360,Sassenage,,,,,
5750125600010,57501256,,A RAYMOND ET COMPAGNIE,,oui,2,2 salariés,2025.0,Données indisponibles,70.10Z,Activités des sièges sociaux,Activités des sièges sociaux,1957-01-01,,Actif,Société en commandite,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,113,COURS BERRIAT,38000,Grenoble,,,,,1 ou 2 salarié(e)s
42193852300014,421938523,,A RAYMOND GERANCE,,oui,2,2 salariés,2025.0,Entre 1 M€ et 10 M€,64.20Z,Activités des sociétés holding,Activités des sociétés holding,1999-01-18,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,113,COURS BERRIAT,38000,Grenoble,,,,,1 ou 2 salarié(e)s
78894518600039,788945186,ALLIANCE THERMIQUE SANITAIRE,A T S ALLIANCE THERMIQUE SANITAIRE,A T S,oui,5,3 à 5 salarié(e)s,2025.0,Entre 500 001 € et 1 M€,43.22A,Travaux d'installation d'eau et de gaz en tous locaux,Travaux de plomberie et installation de chauffage et de conditionnement d'air,2021-02-10,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,72,RUE DES ALLOBROGES,38180,Seyssins,,,,,
45332211700038,453322117,,A V A C AGNES VAREILLES ASSURANCES CONSEILS,A V A C,oui,1,1 ou 2 salarié(e)s,2025.0,Entre 250 001 € et 500 000 €,66.22Z,Activités des agents et courtiers d'assurances,Activités des agents et courtiers d'assurances,2012-01-01,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,57,BOULEVARD DES ALPES,38240,Meylan,,,,,
80024194500016,800241945,,"A.A.A.D A.A.A.D - AUTOMATISMES, ALARMES, ACCESSOIRES, DISTRIBUTION",A.A.A.D,oui,1,1 ou 2 salarié(e)s,2025.0,Entre 500 001 € et 1 M€,74.90B,"Activités spécialisées, scientifiques et techniques diverses","Autres activités spécialisées, scientifiques et techniques n.c.a.",2014-01-07,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,4,IMPASSE DE BELLEDONNE,38240,Meylan,,,,,
78872474800025,788724748,,A.A.A.M.I ASSOCIATION POUR L'ACCOMPAGNEMENT DES ACTIONS DE MOBILITE INTERNATIONALE,A.A.A.M.I,oui,2,2 salariés,2025.0,Données indisponibles,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,2012-12-20,,Actif,Association loi 1901 ou assimilé,non,PME,oui,"P147 - 2024 - Accompagnement, formation et création d’une plateforme d’accès à la mobilité international - 10000 €

P147 - 2023 - DA00191025 - Accompagnement, formation et création d’une plateforme d’accès à la mobilité - 10000 €

P147 - 2022 - Accompagnement, formation et création dune plateforme d’accès à la mobilité internationale - 10000 €

P147 - 2021 - Accompagnement, formation et création d’une plateforme d’accès à la mobilité international - 10000 €

P147 - 2020 - Accompagnement, formation et création d’une plateforme d’accès à la mobilité international - 10000 €",non,Sud Isère (Territoire d'industrie),,oui,,PLACE DE LA LIBERATION MAISON DES ASSOCIATIONS,38130,Échirolles,,,,,1 ou 2 salarié(e)s
34022389000013,340223890,,A.A.I.S.,,oui,10,10 à 19 salarié(e)s,2025.0,Entre 1 M€ et 10 M€,18.12Z,Autre imprimerie (labeur),Autre imprimerie (labeur),1987-01-01,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,9,AVENUE DES BUISSIERES,38360,Sassenage,,,,,
92183241600017,921832416,,A.B.D.A. ASSOCIATION BUCCO-DENTAIRE DES ALPES,A.B.D.A.,oui,16-18,10 à 19 salarié(e)s,2025.0,Données indisponibles,86.23Z,Pratique dentaire,Pratique dentaire,2022-11-01,,Actif,Association loi 1901 ou assimilé,non,,oui,,non,Sud Isère (Territoire d'industrie),,oui,214,CRS LIBERATION - GEN DE GAULLE,38000,Grenoble,,,,,
45327804600025,453278046,,A.B.T.M.,,oui,9,6 à 9 salarié(e)s,2025.0,Données indisponibles,33.12Z,Réparation de machines et équipements mécaniques,Réparation de machines et équipements mécaniques,2005-12-01,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,,Z A EST LES ILES CORDEES,38113,Veurey-Voroize,,,ADEA,,
48170916000016,481709160,,A.BLOK,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,93.11Z,Gestion d'installations sportives,Gestion d'installations sportives,2005-04-07,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,23,CHEMIN DE L'EGLISE,38100,Grenoble,,,,,
82057189100028,820571891,,A.C.M CONCEPTION,,oui,4,3 à 5 salarié(e)s,2025.0,Données indisponibles,43.32B,Travaux de menuiserie métallique et serrurerie,Travaux de menuiserie,2020-05-11,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,85,RUE DU MOIROND,38420,Domène,,,,,
52856052700012,528560527,A.D.E,A.D.E ALPES DAUPHINE ELECTRICITE,A.D.E,oui,3,3 à 5 salarié(e)s,2025.0,Entre 0 et 5 000 €,43.21A,Travaux d'installation électrique dans tous locaux,Installation électrique,2010-11-19,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,11B,RUE HENRI WALLON,38600,Fontaine,,,,,
77955958200043,779559582,,A.D.F. 38 ASSOCIATION URBAINE AIDE DOMICILE FAMILLES,A.D.F. 38,oui,151-160,100 à 199 salarié(e)s,2025.0,Données indisponibles,88.10A,Aide à domicile,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,2015-10-08,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,28,BOULEVARD DES FRERES DESAIRE,38170,Seyssinet-Pariset,,,,,
79312681400029,793126814,,A.D.I.,,oui,7,6 à 9 salarié(e)s,2025.0,Entre 0 et 5 000 €,46.72Z,Commerce de gros (commerce interentreprises) de minerais et métaux,Commerce de gros de minerais et métaux,2016-12-13,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,91,RUE DES ALLOBROGES,38180,Seyssins,,,,,
35221687301102,352216873,,A.D.I.E. ASSOCIATION POUR LE DROIT A L'INITIATIVE ECONOMIQUE,A.D.I.E.,non,6,6 à 9 salarié(e)s,2025.0,Données indisponibles,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,2009-01-01,,Actif,Association loi 1901 ou assimilé,non,ETI,oui,,non,Sud Isère (Territoire d'industrie),,oui,17,RUE COLONEL DENFERT ROCHEREAU,38000,Grenoble,,,Acteurs création d'activités,,
34485772700046,344857727,,A.D.N.,,oui,66-70,50 à 99 salarié(e)s,2025.0,Entre 1 M€ et 10 M€,81.21Z,Nettoyage courant des bâtiments,Nettoyage courant des bâtiments,1992-09-07,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,32B,RUE DE LA LIBERTE,38600,Fontaine,,,,,
34169095600030,341690956,,A.D.V. ARBRES DE VIE -  ETABLISSEMENTS POUR PERSONNES AGEES,A.D.V.,non,46-50,20 à 49 salarié(e)s,2025.0,Données indisponibles,87.10A,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,1988-06-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,,RUE BEVIERE,38000,Grenoble,,,,,
34169095600055,341690956,RESIDENCE L ABBAYE,A.D.V. ARBRES DE VIE -  ETABLISSEMENTS POUR PERSONNES AGEES,A.D.V.,non,46-50,20 à 49 salarié(e)s,2025.0,Données indisponibles,87.10A,Hébergement médicalisé pour personnes âgées,Hébergement médicalisé,2014-01-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,33,RUE JEAN BART,38100,Grenoble,,,,,
